problem_id,choice_label,value,misconception,cognitive_tag,explanation
amc8_1992_p01,E,10,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p02,A,\dfrac{10}{8},operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p02,B,1 \dfrac{1}{4},structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p02,C,1 \dfrac{3}{12},near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p02,E,1 \dfrac{10}{40},fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p04,A,28 \%,additive_ratio_error,unit_rate_modeling,Choice A is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_1992_p04,B,35 \%,ratio_flip,part_whole_reasoning,Choice B is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_1992_p04,C,70 \%,wrong_total,unit_rate_modeling,Choice C is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_1992_p04,D,75 \%,scale_factor_error,part_whole_reasoning,Choice D is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_1992_p05,A,1,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p05,B,2,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p05,C,3,unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p05,D,4,radius_diameter_confusion,formula_selection,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p06,A,-2,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p06,B,-1,graph_misread,data_interpretation,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p06,C,0,wrong_total,mean_vs_median,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p06,E,2,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p07,B,2,factor_misread,divisibility,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1992_p07,C,3,divisibility_error,factor_structure,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1992_p07,D,4,place_value_error,divisibility,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1992_p07,E,5,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1992_p08,A,400,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p08,B,667,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p08,D,1500,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p08,E,1900,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p09,A,120,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p09,C,200,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p09,D,240,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p09,E,240,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p10,A,10,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p10,C,32,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p10,D,40,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p10,E,64,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p11,A,20 \%,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p11,C,30 \%,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p11,D,36 \%,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p11,E,42 \%,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p12,A,6000,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p12,B,7500,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p12,D,"30,000",near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p12,E,"37,500",fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p13,A,170,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p13,C,176,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p13,D,177,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p13,E,not determined by the information given,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p14,A,8,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p14,B,12,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p14,C,20,near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p14,E,48,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p15,A,A,operation_error,equation_from_context,Choice A is a plausible distractor for equation solving; compare it with the original AMC8 answer key.
amc8_1992_p15,B,B,structure_misread,inverse_operations,Choice B is a plausible distractor for equation solving; compare it with the original AMC8 answer key.
amc8_1992_p15,D,D,near_miss,equation_from_context,Choice D is a plausible distractor for equation solving; compare it with the original AMC8 answer key.
amc8_1992_p15,E,E,fluency_slip,inverse_operations,Choice E is a plausible distractor for equation solving; compare it with the original AMC8 answer key.
amc8_1992_p16,E,None of the above,operation_error,fluency_precision,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p17,A,3,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p17,C,5,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p17,D,6,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p17,E,7,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p18,B,50,mean_median_confusion,mean_vs_median,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p18,C,60,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p18,D,75,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p18,E,90,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p19,A,8,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p19,B,13,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p19,D,47,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p19,E,98,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p20,A,A,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p20,B,B,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p20,C,C,unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p20,E,E,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p21,A,Jan,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p21,C,Mar,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p21,D,Apr,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p21,E,May,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1992_p22,A,15,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p22,B,17,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p22,D,19,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p22,E,20,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p23,A,\dfrac{3}{7},case_omission,case_enumeration,Choice A is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_1992_p23,C,\dfrac{1}{2},overcounting,sample_space_modeling,Choice C is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_1992_p23,D,\dfrac{5}{8},order_confusion,case_enumeration,Choice D is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_1992_p23,E,\dfrac{11}{12},structure_misread,sample_space_modeling,Choice E is a plausible distractor for case enumeration; compare it with the original AMC8 answer key.
amc8_1992_p25,A,6,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1992_p25,B,7,divisibility_error,factor_structure,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1992_p25,C,8,place_value_error,divisibility,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1992_p25,E,10,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1992_p03,A,10,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p03,B,12,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p03,C,16,near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p03,E,48,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1992_p24,B,12.1,formula_confusion,diagram_reasoning,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p24,C,17.2,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p24,D,18,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1992_p24,E,27,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p01,A,"\{-4,-9\}",operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p01,B,"\{-3,-12\}",structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p01,D,"\{1,36\}",near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p01,E,"\left\{\dfrac{3}{2}, 24\right\}",fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p02,A,11,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p02,B,17,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p02,D,33,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p02,E,133,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p03,A,39,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p03,C,77,divisibility_error,factor_structure,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p03,D,91,place_value_error,divisibility,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p03,E,121,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p04,A,1.993 \times 10^{3},operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p04,B,1993.1993,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p04,C,(199.3)^{2},near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p04,D,"1,993,001.993",fluency_slip,operation_selection,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p05,A,A,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p05,B,B,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p05,D,D,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p05,E,E,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p06,A,5,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p06,C,7,structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p06,D,8,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p06,E,10,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p07,B,9^{3},operation_error,fluency_precision,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p07,C,3^{9},structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p07,D,27^{3},near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p07,E,3^{27},fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p08,A,1 month,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p08,B,4 month,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p08,C,6 month,near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p08,E,1 year,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p09,A,1,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p09,B,2,graph_misread,data_interpretation,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p09,C,3,wrong_total,mean_vs_median,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p09,E,5,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p10,A,January,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p10,C,April,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p10,D,May,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p10,E,June,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p11,A,60,mean_median_confusion,mean_vs_median,Choice A is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p11,B,65,graph_misread,data_interpretation,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p11,D,75,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p11,E,80,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p12,A,9,additive_ratio_error,unit_rate_modeling,Choice A is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_1993_p12,B,10,ratio_flip,part_whole_reasoning,Choice B is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_1993_p12,C,15,wrong_total,unit_rate_modeling,Choice C is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_1993_p12,D,16,scale_factor_error,part_whole_reasoning,Choice D is a plausible distractor for proportional reasoning; compare it with the original AMC8 answer key.
amc8_1993_p13,A,30,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p13,B,32,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p13,C,34,unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p13,E,38,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p14,A,2,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p14,B,3,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p14,D,5,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p14,E,6,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p15,B,82.7,mean_median_confusion,mean_vs_median,Choice B is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p15,C,83.0,graph_misread,data_interpretation,Choice C is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p15,D,84.0,wrong_total,mean_vs_median,Choice D is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p15,E,84.3,unit_error,data_interpretation,Choice E is a plausible distractor for data reasoning; compare it with the original AMC8 answer key.
amc8_1993_p16,A,\dfrac{1}{6},operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p16,B,\dfrac{3}{10},structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p16,D,\dfrac{5}{6},near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p16,E,\dfrac{10}{3},fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p18,B,325,formula_confusion,diagram_reasoning,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p18,C,330,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p18,D,335,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p18,E,340,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p19,B,"172,050",operation_error,fluency_precision,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p19,C,"181,071",structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p19,D,"199,300",near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p19,E,"362,142",fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p20,A,10,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p20,B,93,divisibility_error,factor_structure,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p20,C,819,place_value_error,divisibility,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p20,E,833,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p21,A,10 \%,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p21,B,30 \%,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p21,C,70 \%,unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p21,E,100 \%,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p22,A,22,factor_misread,divisibility,Choice A is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p22,B,99,divisibility_error,factor_structure,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p22,C,112,place_value_error,divisibility,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p22,E,199,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1993_p23,A,P and Q,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p23,B,P and R,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p23,D,P and T,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p23,E,"P, S and T",fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p24,A,99,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p24,B,119,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p24,D,121,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p24,E,122,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1993_p25,A,4 or 5,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p25,B,6 or 7,diagram_misread,formula_selection,Choice B is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p25,C,8 or 9,unit_error,diagram_reasoning,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p25,D,10 or 11,radius_diameter_confusion,formula_selection,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p17,A,300,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p17,C,550,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p17,D,600,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1993_p17,E,1000,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1994_p01,A,\dfrac{1}{3},operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p01,B,\dfrac{1}{4},structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p01,C,\dfrac{3}{8},near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p01,E,\dfrac{7}{24},fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p02,A,4 \dfrac{1}{2},operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p02,B,6.4,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p02,C,9,near_miss,fluency_precision,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p02,E,11,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p03,A,3{:}40 P.M.,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p03,B,3{:}55 P.M.,structure_misread,operation_selection,Choice B is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p03,D,4{:}25 P.M.,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p03,E,4{:}40 P.M.,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p04,A,A,formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1994_p04,C,C,diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1994_p04,D,D,unit_error,diagram_reasoning,Choice D is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1994_p04,E,E,radius_diameter_confusion,formula_selection,Choice E is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1994_p05,A,5,operation_error,fluency_precision,Choice A is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p05,C,660,structure_misread,operation_selection,Choice C is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p05,D,1760,near_miss,fluency_precision,Choice D is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p05,E,5280,fluency_slip,operation_selection,Choice E is a plausible distractor for computation; compare it with the original AMC8 answer key.
amc8_1994_p06,B,2,factor_misread,divisibility,Choice B is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1994_p06,C,4,divisibility_error,factor_structure,Choice C is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1994_p06,D,6,place_value_error,divisibility,Choice D is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1994_p06,E,8,operation_error,factor_structure,Choice E is a plausible distractor for number structure; compare it with the original AMC8 answer key.
amc8_1994_p07,A,40^{\circ},formula_confusion,diagram_reasoning,Choice A is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
amc8_1994_p07,C,60^{\circ},diagram_misread,formula_selection,Choice C is a plausible distractor for geometric measurement; compare it with the original AMC8 answer key.
