id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes
ise_devmath_ineq_016,Solve 5x + 8 < 98.,x<18,multiple_choice,A:x<18|B:x>18|C:x<90|D:x<26|E:x>98,3,alg_linear_inequalities;alg_linear_equations,inequality_solving,relation_direction;inverse_operations,operation_error;structure_misread,Subtract 8: 5x < 90. Divide by positive 5: x < 18.,Algebra 1,Linear Equations,ise-devmath-10-linear-equations-inequalities,Linear Equations and Inequalities,3415,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 10.8 Linear Inequalities,Standard,Algebra Readiness,inequality_solving,relation_direction;inverse_operations,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_001,"Find the slope of the line through (1, 2) and (3, 5).",3/2,multiple_choice,A:3/2|B:2/3|C:2/2|D:5/2|E:3/3,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (5 - 2) / (3 - 1) = 3/2 = 3/2.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3520,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_002,"Find the slope of the line through (2, 3) and (5, 7).",4/3,multiple_choice,A:3/4|B:2/3|C:7/3|D:4/4|E:4/3,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (7 - 3) / (5 - 2) = 4/3 = 4/3.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3521,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_003,"Find the slope of the line through (3, 4) and (7, 9).",5/4,multiple_choice,A:2/4|B:9/4|C:5/5|D:5/4|E:4/5,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (9 - 4) / (7 - 3) = 5/4 = 5/4.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3522,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_004,"Find the slope of the line through (4, 5) and (9, 11).",6/5,multiple_choice,A:11/5|B:6/6|C:6/5|D:5/6|E:2/5,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (11 - 5) / (9 - 4) = 6/5 = 6/5.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3523,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_005,"Find the slope of the line through (1, 6) and (7, 9).",1/2,multiple_choice,A:3/7|B:1/2|C:6/3|D:2/6|E:9/6,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (9 - 6) / (7 - 1) = 3/6 = 1/2.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3524,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_006,"Find the slope of the line through (2, 7) and (4, 11).",2/1,multiple_choice,A:2/1|B:2/4|C:7/2|D:6/2|E:4/3,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (11 - 7) / (4 - 2) = 4/2 = 2/1.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3525,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_007,"Find the slope of the line through (3, 8) and (6, 13).",5/3,multiple_choice,A:3/5|B:7/3|C:8/3|D:5/4|E:5/3,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (13 - 8) / (6 - 3) = 5/3 = 5/3.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3526,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_008,"Find the slope of the line through (4, 9) and (8, 15).",3/2,multiple_choice,A:7/4|B:10/4|C:6/5|D:3/2|E:4/6,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (15 - 9) / (8 - 4) = 6/4 = 3/2.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3527,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_009,"Find the slope of the line through (1, 10) and (6, 13).",3/5,multiple_choice,A:8/5|B:3/6|C:3/5|D:5/3|E:7/5,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (13 - 10) / (6 - 1) = 3/5 = 3/5.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3528,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_010,"Find the slope of the line through (2, 11) and (8, 15).",2/3,multiple_choice,A:4/7|B:2/3|C:6/4|D:7/6|E:10/6,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (15 - 11) / (8 - 2) = 4/6 = 2/3.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3529,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_011,"Find the slope of the line through (3, 12) and (5, 17).",5/2,multiple_choice,A:5/2|B:2/5|C:12/2|D:7/2|E:5/3,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (17 - 12) / (5 - 3) = 5/2 = 5/2.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3530,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_012,"Find the slope of the line through (4, 13) and (7, 19).",2/1,multiple_choice,A:3/6|B:12/3|C:9/3|D:6/4|E:2/1,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (19 - 13) / (7 - 4) = 6/3 = 2/1.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3531,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_013,"Find the slope of the line through (1, 14) and (5, 17).",3/4,multiple_choice,A:12/4|B:7/4|C:3/5|D:3/4|E:4/3,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (17 - 14) / (5 - 1) = 3/4 = 3/4.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3532,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_014,"Find the slope of the line through (2, 15) and (7, 19).",4/5,multiple_choice,A:9/5|B:4/6|C:4/5|D:5/4|E:12/5,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (19 - 15) / (7 - 2) = 4/5 = 4/5.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3533,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_015,"Find the slope of the line through (3, 16) and (9, 21).",5/6,multiple_choice,A:5/7|B:5/6|C:6/5|D:12/6|E:11/6,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (21 - 16) / (9 - 3) = 5/6 = 5/6.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3534,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_slope_016,"Find the slope of the line through (4, 17) and (6, 23).",3/1,multiple_choice,A:3/1|B:2/6|C:17/2|D:8/2|E:6/3,3,alg_graphing;alg_functions,coordinate_reasoning,rate_of_change;coordinate_precision,operation_error;structure_misread,Slope is change in y over change in x: (23 - 17) / (6 - 4) = 6/2 = 3/1.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3535,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.3 Slope of a Line and Rate of Change,Standard,Algebra Readiness,coordinate_reasoning,rate_of_change;coordinate_precision,90,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_001,"For y = 1x + 2, find y when x = 3.",5,multiple_choice,A:5|B:6|C:3|D:9|E:10,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 3: y = 1(3) + 2 = 5.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3590,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_002,"For y = 2x + 3, find y when x = 4.",11,multiple_choice,A:9|B:10|C:8|D:13|E:11,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 4: y = 2(4) + 3 = 11.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3591,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_003,"For y = 3x + 4, find y when x = 5.",19,multiple_choice,A:17|B:15|C:22|D:19|E:12,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 5: y = 3(5) + 4 = 19.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3592,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_004,"For y = 4x + 5, find y when x = 6.",29,multiple_choice,A:24|B:33|C:29|D:15|E:26,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 6: y = 4(6) + 5 = 29.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3593,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_005,"For y = 5x + 6, find y when x = 7.",41,multiple_choice,A:46|B:41|C:18|D:37|E:35,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 7: y = 5(7) + 6 = 41.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3594,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_006,"For y = 1x + 7, find y when x = 8.",15,multiple_choice,A:15|B:16|C:8|D:19|E:20,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 8: y = 1(8) + 7 = 15.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3595,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_007,"For y = 2x + 2, find y when x = 9.",20,multiple_choice,A:13|B:18|C:22|D:25|E:20,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 9: y = 2(9) + 2 = 20.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3596,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_008,"For y = 3x + 3, find y when x = 10.",33,multiple_choice,A:19|B:30|C:36|D:33|E:16,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 10: y = 3(10) + 3 = 33.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3597,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_009,"For y = 4x + 4, find y when x = 11.",48,multiple_choice,A:44|B:52|C:48|D:19|E:27,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 11: y = 4(11) + 4 = 48.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3598,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_010,"For y = 5x + 5, find y when x = 12.",65,multiple_choice,A:70|B:65|C:22|D:37|E:60,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 12: y = 5(12) + 5 = 65.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3599,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_011,"For y = 1x + 6, find y when x = 13.",19,multiple_choice,A:19|B:20|C:13|D:23|E:24,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 13: y = 1(13) + 6 = 19.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3600,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_012,"For y = 2x + 7, find y when x = 14.",35,multiple_choice,A:23|B:28|C:37|D:40|E:35,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 14: y = 2(14) + 7 = 35.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3601,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_013,"For y = 3x + 2, find y when x = 15.",47,multiple_choice,A:21|B:45|C:50|D:47|E:20,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 15: y = 3(15) + 2 = 47.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3602,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_014,"For y = 4x + 3, find y when x = 16.",67,multiple_choice,A:64|B:71|C:67|D:23|E:28,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 16: y = 4(16) + 3 = 67.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3603,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_015,"For y = 5x + 4, find y when x = 17.",89,multiple_choice,A:94|B:89|C:26|D:37|E:85,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 17: y = 5(17) + 4 = 89.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3604,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_line_016,"For y = 1x + 5, find y when x = 18.",23,multiple_choice,A:23|B:24|C:18|D:27|E:28,2,alg_functions;alg_graphing,function_evaluation,symbol_evaluation;rate_of_change,operation_error;structure_misread,Substitute x = 18: y = 1(18) + 5 = 23.,Algebra 1,Linear Equations,ise-devmath-11-graphing-lines,Graphing Linear Equations,3605,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; 11.4 Slope-Intercept Form of a Linear Equation,Foundation,Algebra Readiness,function_evaluation,symbol_evaluation;rate_of_change,75,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_system_001,Solve the system x + y = 3 and x - y = 1. What is x?,2,multiple_choice,A:2|B:1|C:3|D:6|E:7,4,alg_systems;alg_linear_equations,equation_solving,multi_step_planning;structure_recognition,operation_error;structure_misread,"Add the equations: 2x = 4, so x = 2.",Algebra 1,Linear Equations,ise-devmath-12-systems,Systems of Linear Equations,3660,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; Chapter 12 Systems of Linear Equations in Two Variables,Honors,Algebra Readiness,equation_solving,multi_step_planning;structure_recognition,105,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_system_002,Solve the system x + y = 5 and x - y = 1. What is x?,3,multiple_choice,A:2|B:5|C:1|D:8|E:3,4,alg_systems;alg_linear_equations,equation_solving,multi_step_planning;structure_recognition,operation_error;structure_misread,"Add the equations: 2x = 6, so x = 3.",Algebra 1,Linear Equations,ise-devmath-12-systems,Systems of Linear Equations,3661,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; Chapter 12 Systems of Linear Equations in Two Variables,Honors,Algebra Readiness,equation_solving,multi_step_planning;structure_recognition,105,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_system_003,Solve the system x + y = 7 and x - y = 1. What is x?,4,multiple_choice,A:7|B:1|C:9|D:4|E:3,4,alg_systems;alg_linear_equations,equation_solving,multi_step_planning;structure_recognition,operation_error;structure_misread,"Add the equations: 2x = 8, so x = 4.",Algebra 1,Linear Equations,ise-devmath-12-systems,Systems of Linear Equations,3662,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; Chapter 12 Systems of Linear Equations in Two Variables,Honors,Algebra Readiness,equation_solving,multi_step_planning;structure_recognition,105,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_system_004,Solve the system x + y = 9 and x - y = 1. What is x?,5,multiple_choice,A:1|B:10|C:5|D:4|E:9,4,alg_systems;alg_linear_equations,equation_solving,multi_step_planning;structure_recognition,operation_error;structure_misread,"Add the equations: 2x = 10, so x = 5.",Algebra 1,Linear Equations,ise-devmath-12-systems,Systems of Linear Equations,3663,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; Chapter 12 Systems of Linear Equations in Two Variables,Honors,Algebra Readiness,equation_solving,multi_step_planning;structure_recognition,105,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_system_005,Solve the system x + y = 11 and x - y = 1. What is x?,6,multiple_choice,A:11|B:6|C:5|D:11|E:1,4,alg_systems;alg_linear_equations,equation_solving,multi_step_planning;structure_recognition,operation_error;structure_misread,"Add the equations: 2x = 12, so x = 6.",Algebra 1,Linear Equations,ise-devmath-12-systems,Systems of Linear Equations,3664,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; Chapter 12 Systems of Linear Equations in Two Variables,Honors,Algebra Readiness,equation_solving,multi_step_planning;structure_recognition,105,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_system_006,Solve the system x + y = 8 and x - y = 6. What is x?,7,multiple_choice,A:7|B:1|C:8|D:6|E:12,4,alg_systems;alg_linear_equations,equation_solving,multi_step_planning;structure_recognition,operation_error;structure_misread,"Add the equations: 2x = 14, so x = 7.",Algebra 1,Linear Equations,ise-devmath-12-systems,Systems of Linear Equations,3665,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; Chapter 12 Systems of Linear Equations in Two Variables,Honors,Algebra Readiness,equation_solving,multi_step_planning;structure_recognition,105,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_system_007,Solve the system x + y = 4 and x - y = 0. What is x?,2,multiple_choice,A:4|B:0|C:6|D:7|E:2,4,alg_systems;alg_linear_equations,equation_solving,multi_step_planning;structure_recognition,operation_error;structure_misread,"Add the equations: 2x = 4, so x = 2.",Algebra 1,Linear Equations,ise-devmath-12-systems,Systems of Linear Equations,3666,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; Chapter 12 Systems of Linear Equations in Two Variables,Honors,Algebra Readiness,equation_solving,multi_step_planning;structure_recognition,105,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
ise_devmath_system_008,Solve the system x + y = 6 and x - y = 0. What is x?,3,multiple_choice,A:0|B:7|C:8|D:3|E:6,4,alg_systems;alg_linear_equations,equation_solving,multi_step_planning;structure_recognition,operation_error;structure_misread,"Add the equations: 2x = 6, so x = 3.",Algebra 1,Linear Equations,ise-devmath-12-systems,Systems of Linear Equations,3667,ise_developmental_math_2e,datasets/textbooks/ise-developmental-mathematics-2e/original_equivalent_v0; Chapter 12 Systems of Linear Equations in Two Variables,Honors,Algebra Readiness,equation_solving,multi_step_planning;structure_recognition,105,Original-equivalent item generated from ISE Developmental Mathematics 2e coverage signals.
