id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-01-linear-equations_001,解方程：4x+2=22，x 的值是多少？,5,multiple_choice,A:5|B:20|C:6|D:-5|E:10,3,alg_linear_equations;prealg_expressions,one_variable_equation;inverse_operations,linear_equation_structure;equation_balance,inverse_operation_order_error;constant_term_error,先移项得 4x=20，再两边除以 4，得到 x=5。,CN Junior High Math,方程与代数,cn-junior-01-linear-equations,初中一元一次方程,24000,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: cn_curriculum_pilot_v0; chapter=cn-junior-01-linear-equations; expansion=v1,Standard,Algebra Readiness,cn_linear_equation_solving,inverse_operations;symbolic_fluency,80,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_006,不等式 x>-2 在数轴上的表示是哪一种？,空心圆在 -2，向右,multiple_choice,A:空心圆在 -2，向右|B:空心圆在 -2，向左|C:实心圆在 -2，向右|D:实心圆在 -2，向左|E:空心圆在 -2，向右+5,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“空心圆在 -2，向右”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24425,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_007,不等式 x<-1 在数轴上的表示是哪一种？,空心圆在 -1，向左,multiple_choice,A:实心圆在 -1，向右|B:空心圆在 -1，向右|C:实心圆在 -1，向左|D:空心圆在 -1，向左+5|E:空心圆在 -1，向左,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“空心圆在 -1，向左”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24426,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_008,不等式 x≥0 在数轴上的表示是哪一种？,实心圆在 0，向右,multiple_choice,A:空心圆在 0，向右|B:实心圆在 0，向左|C:实心圆在 0，向右+5|D:实心圆在 0，向右|E:空心圆在 0，向左,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“实心圆在 0，向右”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24427,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_009,不等式 x≤1 在数轴上的表示是哪一种？,实心圆在 1，向左,multiple_choice,A:空心圆在 1，向右|B:实心圆在 1，向左+5|C:实心圆在 1，向左|D:空心圆在 1，向左|E:实心圆在 1，向右,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“实心圆在 1，向左”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24428,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_010,不等式 x>2 在数轴上的表示是哪一种？,空心圆在 2，向右,multiple_choice,A:空心圆在 2，向右+5|B:空心圆在 2，向右|C:空心圆在 2，向左|D:实心圆在 2，向右|E:实心圆在 2，向左,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“空心圆在 2，向右”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24429,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_011,不等式 x<3 在数轴上的表示是哪一种？,空心圆在 3，向左,multiple_choice,A:空心圆在 3，向左|B:实心圆在 3，向右|C:空心圆在 3，向右|D:实心圆在 3，向左|E:空心圆在 3，向左+5,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“空心圆在 3，向左”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24430,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_012,不等式 x≥4 在数轴上的表示是哪一种？,实心圆在 4，向右,multiple_choice,A:空心圆在 4，向左|B:空心圆在 4，向右|C:实心圆在 4，向左|D:实心圆在 4，向右+5|E:实心圆在 4，向右,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“实心圆在 4，向右”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24431,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_013,不等式 x≤5 在数轴上的表示是哪一种？,实心圆在 5，向左,multiple_choice,A:实心圆在 5，向右|B:空心圆在 5，向右|C:实心圆在 5，向左+5|D:实心圆在 5，向左|E:空心圆在 5，向左,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“实心圆在 5，向左”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24432,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-inequality-number-line_014,不等式 x>-4 在数轴上的表示是哪一种？,空心圆在 -4，向右,multiple_choice,A:实心圆在 -4，向左|B:空心圆在 -4，向右+5|C:空心圆在 -4，向右|D:空心圆在 -4，向左|E:实心圆在 -4，向右,3,alg_linear_inequalities;arith_integers,number_line_inequality;inequality_interpretation,inequality_graph;open_closed_endpoint,open_closed_endpoint_error;direction_error,严格不等号用空心圆，含等号用实心圆；大于向右，小于向左。因此答案是“空心圆在 -4，向右”。,CN Junior High Math,不等式,cn-junior-g7-inequality-number-line,七年级：不等式解集与数轴,24433,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-inequality-number-line; expansion=v1,Standard,Algebra Readiness,cn_g7_inequality_number_line,relation_reasoning;spatial_reasoning,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_001,长方形的长为 9x，宽为 10，面积是多少？,90x,multiple_choice,A:90x|B:19x|C:38x|D:9x+10|E:90,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 9x×10=90x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24440,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_002,长方形的长为 2x，宽为 11，面积是多少？,22x,multiple_choice,A:13x|B:26x|C:2x+11|D:22|E:22x,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 2x×11=22x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24441,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_003,长方形的长为 3x，宽为 3，面积是多少？,9x,multiple_choice,A:12x|B:3x+3|C:9|D:9x|E:6x,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 3x×3=9x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24442,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_004,长方形的长为 4x，宽为 4，面积是多少？,16x,multiple_choice,A:16|B:16x+5|C:16x|D:8x|E:4x+4,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 4x×4=16x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24443,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_005,长方形的长为 5x，宽为 5，面积是多少？,25x,multiple_choice,A:25|B:25x|C:10x|D:20x|E:5x+5,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 5x×5=25x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24444,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_006,长方形的长为 6x，宽为 6，面积是多少？,36x,multiple_choice,A:36x|B:12x|C:24x|D:6x+6|E:36,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 6x×6=36x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24445,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_007,长方形的长为 7x，宽为 7，面积是多少？,49x,multiple_choice,A:14x|B:28x|C:7x+7|D:49|E:49x,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 7x×7=49x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24446,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_008,长方形的长为 8x，宽为 8，面积是多少？,64x,multiple_choice,A:32x|B:8x+8|C:64|D:64x|E:16x,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 8x×8=64x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24447,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_009,长方形的长为 9x，宽为 9，面积是多少？,81x,multiple_choice,A:9x+9|B:81|C:81x|D:18x|E:36x,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 9x×9=81x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24448,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_010,长方形的长为 2x，宽为 10，面积是多少？,20x,multiple_choice,A:20|B:20x|C:12x|D:24x|E:2x+10,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 2x×10=20x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24449,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_011,长方形的长为 3x，宽为 11，面积是多少？,33x,multiple_choice,A:33x|B:14x|C:28x|D:3x+11|E:33,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 3x×11=33x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24450,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_012,长方形的长为 4x，宽为 3，面积是多少？,12x,multiple_choice,A:7x|B:14x|C:4x+3|D:12|E:12x,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 4x×3=12x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24451,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_013,长方形的长为 5x，宽为 4，面积是多少？,20x,multiple_choice,A:18x|B:5x+4|C:20|D:20x|E:9x,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 5x×4=20x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24452,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-area-expressions_014,长方形的长为 6x，宽为 5，面积是多少？,30x,multiple_choice,A:6x+5|B:30|C:30x|D:11x|E:22x,3,geo_area;prealg_expressions,area_expression;monomial_multiplication,rectangle_area_expression;geometry_to_expression,perimeter_area_confusion;missing_variable_error,面积=长×宽，所以 6x×5=30x。,CN Junior High Math,基础几何,cn-junior-g7-area-expressions,七年级：面积与整式表达,24453,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-area-expressions; expansion=v1,Standard,Bridge,cn_area_expression,modeling;symbolic_fluency,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-triangle-angles_001,三角形两个内角分别是 42° 和 61°，第三个内角是多少度？,77,multiple_choice,A:77|B:103|C:138|D:119|E:87,3,geo_triangle_angles;geo_triangles,triangle_angle_sum;angle_subtraction,missing_triangle_angle;angle_sum,angle_sum_error;arithmetic_slip,三角形内角和为 180°，第三个角为 180°-42°-61°=77°。,CN Junior High Math,基础几何,cn-junior-g7-triangle-angles,七年级：三角形内角和,24460,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-triangle-angles; expansion=v1,Standard,Bridge,cn_g7_triangle_angle_sum,geometric_reasoning;fluency_precision,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-triangle-angles_002,三角形两个内角分别是 43° 和 64°，第三个内角是多少度？,73,multiple_choice,A:107|B:137|C:116|D:83|E:73,3,geo_triangle_angles;geo_triangles,triangle_angle_sum;angle_subtraction,missing_triangle_angle;angle_sum,angle_sum_error;arithmetic_slip,三角形内角和为 180°，第三个角为 180°-43°-64°=73°。,CN Junior High Math,基础几何,cn-junior-g7-triangle-angles,七年级：三角形内角和,24461,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-triangle-angles; expansion=v1,Standard,Bridge,cn_g7_triangle_angle_sum,geometric_reasoning;fluency_precision,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-triangle-angles_003,三角形两个内角分别是 44° 和 67°，第三个内角是多少度？,69,multiple_choice,A:136|B:113|C:79|D:69|E:111,3,geo_triangle_angles;geo_triangles,triangle_angle_sum;angle_subtraction,missing_triangle_angle;angle_sum,angle_sum_error;arithmetic_slip,三角形内角和为 180°，第三个角为 180°-44°-67°=69°。,CN Junior High Math,基础几何,cn-junior-g7-triangle-angles,七年级：三角形内角和,24462,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-triangle-angles; expansion=v1,Standard,Bridge,cn_g7_triangle_angle_sum,geometric_reasoning;fluency_precision,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-triangle-angles_004,三角形两个内角分别是 45° 和 70°，第三个内角是多少度？,65,multiple_choice,A:110|B:75|C:65|D:115|E:135,3,geo_triangle_angles;geo_triangles,triangle_angle_sum;angle_subtraction,missing_triangle_angle;angle_sum,angle_sum_error;arithmetic_slip,三角形内角和为 180°，第三个角为 180°-45°-70°=65°。,CN Junior High Math,基础几何,cn-junior-g7-triangle-angles,七年级：三角形内角和,24463,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-triangle-angles; expansion=v1,Standard,Bridge,cn_g7_triangle_angle_sum,geometric_reasoning;fluency_precision,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
jianzisheng_cn_junior_chapter_expansion_v1_cn-junior-g7-triangle-angles_005,三角形两个内角分别是 46° 和 73°，第三个内角是多少度？,61,multiple_choice,A:71|B:61|C:119|D:134|E:107,3,geo_triangle_angles;geo_triangles,triangle_angle_sum;angle_subtraction,missing_triangle_angle;angle_sum,angle_sum_error;arithmetic_slip,三角形内角和为 180°，第三个角为 180°-46°-73°=61°。,CN Junior High Math,基础几何,cn-junior-g7-triangle-angles,七年级：三角形内角和,24464,jianzisheng_cn_junior_chapter_expansion_v1,local-ocr-derived: jianzisheng_cn_junior_grade7_batch3_v0; chapter=cn-junior-g7-triangle-angles; expansion=v1,Standard,Bridge,cn_g7_triangle_angle_sum,geometric_reasoning;fluency_precision,110,Chapter-level expansion from existing cleaned Jian Zi Sheng junior OCR coverage signals. Project-native original-equivalent variants; no direct textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,production
